0.714281	0.750937	0.753718	0.767221	0.781634	0.77035	0.761292	0.77192	0.761035	
0.770241	0.747545	0.758919	0.742312	0.780339	0.761997	0.768249	0.755676	0.760445	
0.75648	0.75123	0.746221	0.761382	0.756446	0.758093	0.782685	0.769519	0.757392	
0.716297	0.766177	0.76778	0.771977	0.772274	0.766973	0.762415	0.762966	0.759813	
0.806729	0.743027	0.771287	0.749071	0.764124	0.760358	0.762501	0.774635	0.763047	
0.752343	0.749698	0.749596	0.76296	0.766179	0.754929	0.761137	0.763725	0.763915	
0.800955	0.721063	0.787481	0.756215	0.762499	0.759247	0.768383	0.75766	0.762027	
0.751478	0.728497	0.774522	0.75821	0.769732	0.768449	0.747088	0.764623	0.761405	
0.761268	0.801471	0.765214	0.779526	0.753578	0.778159	0.758349	0.767192	0.768847	
0.711279	0.759363	0.771156	0.761829	0.754477	0.75119	0.763723	0.768773	0.765883	
0.739687	0.769138	0.791869	0.758617	0.757041	0.780514	0.757484	0.762091	0.761153	
0.689124	0.766242	0.761357	0.780306	0.763535	0.773316	0.758234	0.757257	0.76815	
0.703502	0.775682	0.74134	0.741307	0.757017	0.763369	0.76473	0.762998	0.765748	
0.752658	0.755669	0.794745	0.771642	0.765948	0.772308	0.755324	0.760199	0.75806	
0.737864	0.716113	0.755925	0.759707	0.75313	0.783274	0.768438	0.748048	0.760021	
0.786071	0.797419	0.760968	0.769681	0.762605	0.755633	0.762457	0.761762	0.761926	
0.724755	0.777596	0.767955	0.773132	0.759841	0.766896	0.767201	0.76054	0.761095	
0.739111	0.762734	0.771697	0.757562	0.748942	0.770818	0.759042	0.771065	0.764227	
0.698433	0.802597	0.765946	0.797544	0.771774	0.764317	0.770305	0.762341	0.767481	
0.697033	0.772251	0.762009	0.772501	0.76612	0.762069	0.760444	0.759749	0.762165	
0.78553	0.730203	0.761467	0.756336	0.755269	0.756789	0.754049	0.765311	0.761493	
0.75457	0.748548	0.780769	0.762034	0.771752	0.760188	0.757888	0.761569	0.7605	
0.737968	0.774057	0.768539	0.746526	0.749616	0.772547	0.763712	0.759351	0.769826	
0.730532	0.718307	0.739299	0.763357	0.733092	0.757553	0.763644	0.778675	0.758392	
0.734884	0.782882	0.77421	0.772354	0.768151	0.766023	0.763139	0.759423	0.75625	
0.673233	0.787389	0.750692	0.771467	0.75008	0.766931	0.767734	0.775398	0.762287	
0.767991	0.775893	0.761473	0.762273	0.758513	0.765969	0.77155	0.763615	0.761411	
0.709022	0.76532	0.781228	0.765729	0.75432	0.747318	0.750015	0.766701	0.765156	
0.752102	0.75904	0.773097	0.7735	0.774159	0.757132	0.763739	0.762421	0.754398	
0.805197	0.736812	0.759646	0.780102	0.762785	0.764542	0.772366	0.774773	0.766703	
0.693616	NaN	0.762161	0.777748	0.781025	0.757731	0.759264	0.77547	0.767478	
0.718463	0.782249	0.755453	0.766549	0.750945	0.764142	0.76683	0.755343	0.756223	
0.756808	0.776486	0.742174	0.747321	0.779608	0.754316	0.768233	0.76063	0.757308	
0.719317	0.738808	0.753909	0.767368	0.770962	0.758757	0.759477	0.757042	0.767719	
0.724955	0.75504	0.763728	0.74661	0.743305	0.757877	0.751081	0.765757	0.758055	
0.72921	0.714198	0.757028	0.736008	0.759115	0.753551	0.765937	0.750019	0.761617	
0.769605	0.742073	0.781263	0.775466	0.748896	0.757208	0.766764	0.761619	0.765067	
0.782702	0.759568	0.754895	0.7787	0.728627	0.75713	0.754933	0.759882	0.762001	
0.757785	0.719403	0.768725	0.772079	0.768708	0.763298	0.764529	0.753348	0.76441	
0.742024	0.77867	0.752074	0.75641	0.774126	0.742542	0.769911	0.773175	0.761505	
0.722945	0.757216	0.76991	0.770328	0.768976	0.774488	0.774088	0.765206	0.764474	
0.689048	0.738143	0.720398	0.756298	0.777099	0.752022	0.757199	0.764766	0.766693	
0.806836	0.753692	0.785377	0.761	0.784993	0.752803	0.74697	0.768441	0.763147	
0.782133	0.773772	0.760061	0.752932	0.777525	0.764318	0.76178	0.77069	0.759418	
0.787102	0.780423	0.772031	0.769312	0.763169	0.773114	0.753071	0.765317	0.76367	
0.711516	0.756413	0.784293	0.738468	0.764108	0.750671	0.766493	0.767577	0.762471	
0.781478	0.740014	0.77433	0.767984	0.772498	0.752365	0.756502	0.765208	0.756171	
