0.026479	0.030116	0.023684	0.028369	0.026215	0.026708	0.0272	0.026894	0.026	
0.023036	0.024213	0.023575	0.021692	0.027132	0.026176	0.026738	0.025744	0.025293	
0.025197	0.028362	0.025669	0.023822	0.025509	0.025851	0.027867	0.026774	0.025139	
0.021627	0.025369	0.026285	0.024149	0.026908	0.027907	0.025559	0.0251	0.025667	
0.032187	0.02801	0.024705	0.025295	0.025343	0.025408	0.026145	0.026012	0.026051	
0.023426	0.024287	0.025407	0.024539	0.024865	0.02535	0.026238	0.025479	0.025763	
0.021938	0.024523	0.031145	0.027651	0.027531	0.025437	0.026856	0.025492	0.026079	
0.022449	0.021523	0.027455	0.026007	0.028533	0.026277	0.025292	0.026344	0.025239	
0.02537	0.031051	0.026763	0.027761	0.02511	0.027712	0.024978	0.027136	0.026304	
0.020217	0.026786	0.024705	0.026637	0.023493	0.025394	0.025782	0.026499	0.025774	
0.018749	0.025071	0.027895	0.026859	0.0244	0.026808	0.024956	0.025936	0.025755	
0.023904	0.024691	0.026966	0.027102	0.024822	0.025853	0.025758	0.025817	0.026304	
0.022396	0.025712	0.021959	0.024217	0.027307	0.023464	0.026011	0.025643	0.026603	
0.025644	0.024117	0.026807	0.027111	0.025046	0.026355	0.024959	0.027079	0.02573	
0.029159	0.027978	0.024705	0.02202	0.027289	0.02638	0.025645	0.025091	0.025973	
0.029533	0.026906	0.022023	0.026656	0.025376	0.024554	0.02595	0.025497	0.026852	
0.021503	0.030831	0.025697	0.028552	0.026614	0.025791	0.026139	0.025704	0.02589	
0.025569	0.022623	0.027525	0.025929	0.024663	0.027485	0.0263	0.027089	0.026324	
0.017842	0.029727	0.027379	0.02626	0.027113	0.025763	0.026533	0.025825	0.025976	
0.019896	0.028448	0.024816	0.027497	0.026082	0.025836	0.025318	0.026634	0.025942	
0.028535	0.022258	0.030307	0.025361	0.026031	0.024115	0.026707	0.025596	0.026	
0.022639	0.02258	0.028314	0.023907	0.026317	0.025791	0.025456	0.026009	0.025878	
0.028178	0.030411	0.030129	0.024065	0.023783	0.026055	0.026289	0.025811	0.026748	
0.023313	0.022604	0.023119	0.02779	0.024376	0.025704	0.025299	0.026792	0.024916	
0.021915	0.027321	0.027922	0.02729	0.026896	0.026119	0.026494	0.025858	0.025157	
0.021769	0.025064	0.025129	0.027769	0.024112	0.025619	0.026676	0.026412	0.026129	
0.019285	0.030803	0.028781	0.027636	0.025397	0.028332	0.026983	0.025002	0.025177	
0.018745	0.02527	0.025699	0.024482	0.025699	0.024849	0.025904	0.025462	0.026074	
0.026769	0.021893	0.027681	0.02542	0.027027	0.02564	0.026847	0.026465	0.02542	
0.027444	0.025812	0.024595	0.02744	0.025353	0.025339	0.026719	0.025808	0.025679	
0.018458	NaN	0.022826	0.03057	0.028179	0.024209	0.025165	0.027558	0.025888	
0.018602	0.025775	0.025985	0.025715	0.023599	0.024729	0.026437	0.02424	0.024903	
0.024746	0.027619	0.02566	0.023389	0.027953	0.025488	0.026246	0.026603	0.026112	
0.025928	0.022515	0.02387	0.027367	0.027841	0.023747	0.025671	0.024515	0.025587	
