0.278153	0.241562	0.240449	0.226175	0.212641	0.223516	0.232215	0.221946	0.232754	
0.224467	0.246342	0.235397	0.252099	0.2137	0.231773	0.225554	0.238034	0.233497	
0.237383	0.241714	0.247265	0.232934	0.237341	0.235654	0.211259	0.224311	0.236509	
0.277568	0.227891	0.226117	0.222516	0.221598	0.226524	0.231513	0.231085	0.234022	
0.187049	0.249776	0.223064	0.244582	0.229898	0.233553	0.231289	0.219503	0.23078	
0.241855	0.244223	0.244041	0.231223	0.228007	0.238859	0.232596	0.230255	0.230002	
0.194679	0.272096	0.2059	0.237044	0.230962	0.234629	0.225396	0.236163	0.231766	
0.242944	0.265659	0.219288	0.235502	0.223698	0.225467	0.246516	0.229176	0.232574	
0.232675	0.192364	0.228503	0.214353	0.240235	0.215693	0.235614	0.22649	0.225074	
0.282884	0.234191	0.22319	0.231827	0.239755	0.242492	0.230185	0.2251	0.228083	
0.255432	0.225073	0.202323	0.2349	0.237031	0.2136	0.236464	0.231738	0.232696	
0.303445	0.227987	0.232207	0.21374	0.230595	0.220824	0.235539	0.236476	0.225752	
0.289858	0.218552	0.252981	0.252429	0.236348	0.231078	0.229151	0.230926	0.228021	
0.240999	0.238439	0.199753	0.222165	0.22819	0.221691	0.238569	0.233308	0.235715	
0.254492	0.275944	0.238045	0.235001	0.240134	0.211009	0.225624	0.245631	0.233746	
0.20761	0.19713	0.233768	0.224179	0.231371	0.238367	0.231379	0.232164	0.231682	
0.269325	0.215548	0.226082	0.22039	0.233768	0.227092	0.226714	0.233306	0.23272	
0.254218	0.231898	0.222018	0.236152	0.244865	0.222883	0.234621	0.222734	0.229566	
0.296186	0.191534	0.227645	0.197141	0.222038	0.229611	0.223601	0.231521	0.226478	
0.296939	0.221269	0.232085	0.221244	0.22778	0.231784	0.233491	0.233852	0.231666	
0.20835	0.263792	0.231305	0.237485	0.238361	0.237346	0.239383	0.228683	0.232306	
0.239874	0.245774	0.213023	0.232278	0.222241	0.233627	0.235949	0.23223	0.233303	
