0.03	0	0	0.10149416909621	0.148550724637681	0.174528301886792	0.226190476190476	0.230208333333333	0.1274375
0.03	0	0.01	0.0957543731778426	0.136322463768116	0.175707547169811	0.19047619047619	0.213541666666667	0.118625
0.03	0	0.02	0.100947521865889	0.154438405797101	0.20872641509434	0.22718253968254	0.228125	0.129625
0.03	0	0.03	0.0928389212827988	0.142663043478261	0.200471698113208	0.215277777777778	0.215625	0.1205
0.03	0	0.04	0.0952077259475219	0.140398550724638	0.182783018867925	0.201388888888889	0.2375	0.1213125
0.03	0	0.05	0.0952077259475219	0.147644927536232	0.188679245283019	0.200396825396825	0.254166666666667	0.1235625
0.03	0	0.06	0.099216472303207	0.136775362318841	0.173349056603774	0.20734126984127	0.210416666666667	0.1218125
0.03	0	0.07	0.0932033527696793	0.137228260869565	0.173349056603774	0.213293650793651	0.198958333333333	0.1174375
0.03	0	0.08	0.091381195335277	0.133152173913043	0.186320754716981	0.183531746031746	0.222916666666667	0.115875
0.03	0	0.09	0.0872813411078717	0.138586956521739	0.148584905660377	0.19047619047619	0.202083333333333	0.111
0.03	0	0.1	0.0951166180758018	0.129528985507246	0.172169811320755	0.191468253968254	0.226041666666667	0.117875
0.03	0	0.11	0.0922922740524781	0.127264492753623	0.180424528301887	0.181547619047619	0.20625	0.11425
0.03	0	0.12	0.0955721574344023	0.125	0.154481132075472	0.202380952380952	0.215625	0.1166875
0.03	0	0.13	0.0927478134110787	0.120018115942029	0.145047169811321	0.170634920634921	0.196875	0.1104375
0.03	0	0.14	0.0925655976676385	0.114130434782609	0.156839622641509	0.170634920634921	0.205208333333333	0.110625
0.03	0	0.15	0.0869169096209913	0.109601449275362	0.149764150943396	0.174603174603175	0.196875	0.1055
0.03	0	0.16	0.0884657434402332	0.116394927536232	0.126179245283019	0.174603174603175	0.178125	0.105125
0.03	0	0.17	0.086734693877551	0.110507246376812	0.129716981132075	0.163690476190476	0.197916666666667	0.1038125
0.03	0	0.18	0.0884657434402332	0.113677536231884	0.142688679245283	0.175595238095238	0.1875	0.10625
0.03	0	0.19	0.0904701166180758	0.122282608695652	0.133254716981132	0.162698412698413	0.182291666666667	0.1071875
0.03	0	0.2	0.0863702623906706	0.110960144927536	0.140330188679245	0.146825396825397	0.202083333333333	0.103375
