0.8569	0.60611	0.39071	0.37898	0.35637	0.08356	0.18875	0.24219	0.19639	0.14988	0.02752	0.09526	0.15232	0.16242	0.14738	0.01365	0.05228	0.11577	0.10934	0.09409	0.01837	0.0576	0.09901	0.15287	0.25229
0.8728	0.53877	0.3473	0.33687	0.31677	0.07428	0.27889	0.21528	0.17457	0.13322	0.02446	0.08467	0.24651	0.14437	0.131	0.01214	0.04647	0.1029	0.2083	0.08363	0.01633	0.0512	0.08801	0.13588	0.33537
0.8887	0.47142	0.30388	0.29476	0.27718	0.06499	0.36902	0.18837	0.15275	0.11657	0.0214	0.07409	0.3407	0.12633	0.11463	0.01062	0.04066	0.09004	0.30727	0.07318	0.01429	0.0448	0.07701	0.1189	0.41845
0.9046	0.40408	0.26047	0.25265	0.23758	0.05571	0.45916	0.16146	0.13093	0.09992	0.01835	0.06351	0.43488	0.10828	0.09825	0.0091	0.03485	0.07718	0.40623	0.06273	0.01225	0.0384	0.06601	0.10191	0.50153
0.9205	0.33673	0.21706	0.21054	0.19798	0.04642	0.5493	0.13455	0.10911	0.08326	0.01529	0.05292	0.52907	0.09023	0.08188	0.00758	0.02905	0.06431	0.50519	0.05227	0.01021	0.032	0.05501	0.08493	0.58461
0.9364	0.26938	0.17365	0.16844	0.15839	0.03714	0.63944	0.10764	0.08728	0.06661	0.01223	0.04234	0.62325	0.07219	0.0655	0.00607	0.02324	0.05145	0.60415	0.04182	0.00816	0.0256	0.044	0.06794	0.66768
0.9523	0.20204	0.13024	0.12633	0.11879	0.02785	0.72958	0.08073	0.06546	0.04996	0.00917	0.03175	0.71744	0.05414	0.04913	0.00455	0.01743	0.03859	0.70311	0.03136	0.00612	0.0192	0.033	0.05096	0.75076
0.9682	0.13469	0.08682	0.08422	0.07919	0.01857	0.81972	0.05382	0.04364	0.03331	0.00612	0.02117	0.81163	0.03609	0.03275	0.00303	0.01162	0.02573	0.80208	0.02091	0.00408	0.0128	0.022	0.03397	0.83384
0.9841	0.06735	0.04341	0.04211	0.0396	0.00928	0.90986	0.02691	0.02182	0.01665	0.00306	0.01058	0.90581	0.01805	0.01638	0.00152	0.00581	0.01286	0.90104	0.01045	0.00204	0.0064	0.011	0.01699	0.91692
1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
0.92566	0.01079	0.00523	0.00394	0.00352	0.02601	0.91325	0.0181	0.01508	0.01103	0.01677	0.03126	0.91783	0.0334	0.01896	0.01626	0.02535	0.03085	0.92043	0.02928	0.01529	0.01935	0.028	0.02714	0.93721
0.85133	0.02157	0.01046	0.00788	0.00704	0.05202	0.82651	0.03619	0.03017	0.02206	0.03353	0.06253	0.83565	0.0668	0.03793	0.03253	0.0507	0.06171	0.84087	0.05856	0.03059	0.03869	0.05599	0.05429	0.87442
0.77699	0.03236	0.01568	0.01182	0.01056	0.07803	0.73976	0.05429	0.04525	0.03309	0.0503	0.09379	0.75348	0.1002	0.05689	0.04879	0.07605	0.09256	0.7613	0.08783	0.04588	0.05804	0.08399	0.08143	0.81163
0.70265	0.04314	0.02091	0.01576	0.01407	0.10405	0.65301	0.07238	0.06033	0.04413	0.06707	0.12505	0.6713	0.13359	0.07585	0.06506	0.1014	0.12342	0.68174	0.11711	0.06118	0.07739	0.11199	0.10858	0.74884
0.62832	0.05393	0.02614	0.01969	0.01759	0.13006	0.56627	0.09048	0.07542	0.05516	0.08384	0.15632	0.58913	0.16699	0.09482	0.08132	0.12675	0.15427	0.60217	0.14639	0.07647	0.09673	0.13998	0.13572	0.68605
0.55398	0.06472	0.03137	0.02363	0.02111	0.15607	0.47952	0.10858	0.0905	0.06619	0.1006	0.18758	0.50695	0.20039	0.11378	0.09758	0.15211	0.18513	0.52261	0.17567	0.09176	0.11608	0.16798	0.16287	0.62325
0.47964	0.0755	0.03659	0.02757	0.02463	0.18208	0.39277	0.12667	0.10558	0.07722	0.11737	0.21884	0.42478	0.23379	0.13274	0.11385	0.17746	0.21598	0.44304	0.20495	0.10706	0.13543	0.19598	0.19001	0.56046
0.4053	0.08629	0.04182	0.03151	0.02815	0.20809	0.30602	0.14477	0.12067	0.08825	0.13414	0.25011	0.3426	0.26719	0.1517	0.13011	0.20281	0.24684	0.36347	0.23422	0.12235	0.15477	0.22397	0.21716	0.49767
0.33097	0.09708	0.04705	0.03545	0.03167	0.2341	0.21928	0.16286	0.13575	0.09928	0.15091	0.28137	0.26043	0.30059	0.17067	0.14638	0.22816	0.27769	0.28391	0.2635	0.13764	0.17412	0.25197	0.2443	0.43488
