RR_10746	0.239531509121	0.489419563484	0.416666666667	134
RR_8444	0.205690483376	0.453531127241	0.678368794326	94
RR_8445	0.23245092207	0.482131643921	0.573170731707	82
RR_8446	0.218517727322	0.467458797459	0.662760416667	128
RR_8447	0.232223877939	0.481896127748	0.374368686869	154
RR_8440	0.248810939358	0.49880952212	0.534482758621	58
RR_8441	0.209164370983	0.457344914679	0.684848484848	99
RR_8442	0.236926177879	0.48675063213	0.560317460317	140
RR_8443	0.232878022651	0.482574370072	0.469696969697	66
RR_8448	0.22978541907	0.479359384042	0.634803921569	68
RR_8449	0.238886959877	0.488760636587	0.584722222222	120
RR_20391	0.122448979592	0.349927106112	0.857142857143	7
RR_21923	0.0	0.0	0.0	2
RR_21922	0.09	0.3	0.9	10
RR_21921	0.0	0.0	0.0	6
RR_21920	0.16	0.4	0.8	5
RR_21927	0.15234375	0.3903123749	0.1875	16
RR_21926	0.0	0.0	1.0	5
RR_21925	0.246913580247	0.496903995	0.555555555556	18
RR_21924	0.0	0.0	1.0	5
RR_21929	0.0869082840237	0.294802109938	0.0961538461538	52
RR_21928	0.1875	0.433012701892	0.75	12
RR_6077	0.225887423878	0.475276155386	0.376932826362	263
RR_23692	0.222222222222	0.471404520791	0.666666666667	6
RR_6075	0.223131	0.472367441723	0.613	100
RR_6074	0.223311440055	0.472558398566	0.336633663366	202
RR_23697	0.0293847566575	0.171419825742	0.030303030303	33
RR_6072	0.225386586768	0.474748972371	0.575563909774	133
RR_6071	0.229811938891	0.479387044976	0.436187916027	186
RR_23694	0.0685871056241	0.261891400439	0.925925925926	27
RR_23699	0.13671875	0.369754986444	0.1875	32
RR_23698	0.21	0.458257569496	0.7	10
RR_6079	0.220252776343	0.469310959112	0.664204545455	176
RR_6078	0.239125962087	0.489005073682	0.469418960245	109
RR_3247	0.228693669269	0.478219269027	0.416299790356	212
RR_3246	0.240315402072	0.490219748758	0.437978142077	122
RR_3245	0.196780045351	0.44359896906	0.280952380952	189
RR_20347	0.246913580247	0.496903995	0.444444444444	9
RR_3243	0.193358248649	0.439725196741	0.705291005291	126
RR_20341	0.0	0.0	0.0	2
RR_3241	0.215237436827	0.463936888841	0.637453416149	115
RR_20343	0.222222222222	0.471404520791	0.666666666667	9
RR_20348	0.115555555556	0.33993463424	0.866666666667	30
RR_20349	0.141735628858	0.376477926123	0.475694444444	24
RR_3249	0.21206952069	0.460510065785	0.316419141914	202
RR_3248	0.241017215032	0.490935041561	0.488322717622	157
RR_21699	0.240700692042	0.490612568165	0.544117647059	34
RR_21698	0.138888888889	0.37267799625	0.166666666667	6
RR_21691	0.135275754422	0.367798524226	0.838709677419	31
RR_21690	0.215242346939	0.463942180599	0.505952380952	28
RR_21693	0.20571711034	0.453560481457	0.545138888889	48
RR_21692	0.192520775623	0.438771894751	0.710526315789	19
RR_21695	0.248520710059	0.498518515262	0.538461538462	13
RR_21694	0.178541666667	0.422541911136	0.675	12
RR_21697	0.24	0.489897948557	0.4	5
RR_21696	0.0	0.0	0.0	5
RR_15498	0.206866331352	0.454825605427	0.697530864198	54
RR_15499	0.235529257068	0.485313565716	0.605128205128	65
RR_15490	0.211388558594	0.459770114943	0.649425287356	29
RR_15491	0.181405895692	0.42591771	0.761904761905	21
RR_15492	0.195298551875	0.441925957457	0.718309859155	71
RR_15493	0.16	0.4	0.8	15
RR_15494	0.235889668367	0.485684741749	0.598214285714	56
RR_15495	0.230709876543	0.480322679605	0.638888888889	36
RR_15496	0.238185255198	0.48804226784	0.391304347826	23
RR_15497	0.221214411691	0.470334361588	0.365079365079	21
RR_12150	0.202021608376	0.449468139445	0.695273631841	67
RR_12151	0.229932635338	0.479512914673	0.369369369369	74
RR_12152	0.220379878237	0.469446352885	0.340978593272	109
RR_12153	0.197849159388	0.444802382399	0.705128205128	91
RR_12154	0.193973765432	0.440424528645	0.719444444444	60
RR_12155	0.16983988444	0.412116348184	0.758420138889	64
RR_12156	0.241281898789	0.491204538649	0.577205882353	68
RR_17389	0.246539792388	0.496527735769	0.558823529412	34
