NM_001003806	0.222222222222	0.471404520791	0.666666666667	3
NM_001003805	0.0763888888889	0.276385399196	0.916666666667	12
NM_001003802	0.2209	0.47	0.623333333333	50
NM_001003803	0.0763888888889	0.276385399196	0.916666666667	12
NM_001003800	0.224556746032	0.473874187978	0.575476190476	30
NM_001003801	0.0839084813287	0.289669607188	0.0970948012232	109
NM_001168531	0.130177514793	0.360801212294	0.153846153846	13
NM_001003809	0.0	0.0	0.0	21
NM_001008784	0.16	0.4	0.8	5
NM_001008781	0.1875	0.433012701892	0.75	4
NM_001008783	0.0111097083702	0.105402601344	0.0112359550562	89
NR_003227	0.162432319867	0.403028931799	0.795918367347	49
NR_003226	0.162432319867	0.403028931799	0.795918367347	49
NR_003225	0.0	0.0	1.0	3
NR_003224	0.24	0.489897948557	0.6	5
NR_003223	0.0	0.0	1.0	2
NM_001278268	0.130177514793	0.360801212294	0.153846153846	13
NM_001278266	0.185097106619	0.430229132695	0.252873563218	58
NM_001278267	0.0246913580247	0.157134840264	0.111111111111	3
NM_001278264	0.236995998769	0.486822348264	0.385964912281	57
NM_001278265	0.185097106619	0.430229132695	0.252873563218	58
NM_001278262	0.185097106619	0.430229132695	0.252873563218	58
NM_001278263	0.2464	0.49638694584	0.44	50
NR_003229	0.0	0.0	0.0	1
NM_001278261	0.2464	0.49638694584	0.44	50
NM_001469	0.09	0.3	0.9	20
NM_001466	0.020499702558	0.143177171916	0.0231707317073	205
NM_001467	0.236429956127	0.48624063603	0.440656565657	33
NM_001462	0.0	0.0	0.0	8
NM_001463	0.19387755102	0.440315285926	0.357142857143	7
NM_001460	0.0	0.0	0.0	2
NM_001461	0.0	0.0	0.0	9
NM_001276394	0.0344387755102	0.18557687224	0.0357142857143	28
NM_007102	0.0158688865765	0.125971768966	0.0161290322581	62
NM_001164246	0.122448979592	0.349927106112	0.857142857143	7
NM_007100	0.0448328251304	0.211737632768	0.0486229819563	162
NM_000335	0.112654320988	0.335640165933	0.138888888889	27
NM_007106	0.25	0.5	0.5	4
NM_001276392	0.0344387755102	0.18557687224	0.0357142857143	28
NM_001276393	0.0344387755102	0.18557687224	0.0357142857143	28
NM_000339	0.248724489796	0.498722858706	0.535714285714	28
NM_000338	0.09	0.3	0.1	20
NM_007109	0.105640432099	0.325023740823	0.130555555556	60
NM_007108	0.198347107438	0.445361771415	0.272727272727	33
NM_001012968	0.0	0.0	0.0	8
NM_001012967	0.25	0.5	0.5	2
NM_001012965	0.0828402366864	0.287819798983	0.115384615385	13
NM_001012964	0.0828402366864	0.287819798983	0.115384615385	13
NM_003824	0.221328395685	0.470455519348	0.409737827715	89
NM_003825	0.216066481994	0.46482951928	0.684210526316	19
NM_003826	0.0	0.0	1.0	2
NM_003827	0.19159538639	0.437716102502	0.456470588235	85
NM_003820	0.164129387604	0.405128853088	0.244292438953	103
NM_003821	0.0	0.0	1.0	3
NM_003822	0.166666666667	0.408248290464	0.666666666667	8
NM_003823	0.0748497153964	0.273586760272	0.0874149659864	140
NM_001134336	0.0	0.0	1.0	9
NM_003828	0.16	0.4	0.8	5
NM_003829	0.222222222222	0.471404520791	0.666666666667	6
NR_046834	0.175031046826	0.418367119676	0.752136752137	39
