DeNovoMethylation_u	DeMethylation_d	SemiMethylation_p
0.039572	0.932462	0.029118
0.058454	0.909907	0.033603
0.036321	0.956082	0.007883
0.045955	0.945975	0.008459
0.024316	0.918335	0.058778
0.041414	0.930497	0.029302
0.039572	0.932462	0.029118
0.058454	0.909907	0.033603
0.036321	0.956082	0.007883
0.045955	0.945975	0.008459
0.024316	0.918335	0.058778
0.041414	0.930497	0.029302
