NA	NA	NA	NA	NA	NA	0.0	NA
NA	NA	0.0	NA	NA	0.0	NA	NA
NA	NA	NA	1.0	NA	NA	NA	NA
NA	NA	NA	0.0	0.0	1.0	0.0	NA
NA	NA	NA	NA	0.0	NA	NA	NA
NA	NA	NA	NA	1.0	0.5	NA	NA
NA	0.0	0.2	0.75	0.0	0.5	NA	0.0
NA	NA	0.0	NA	NA	NA	0.0	NA
0.0	0.5	0.333333333333	0.0	NA	NA	0.0	0.142857142857
NA	NA	0.333333333333	NA	NA	NA	0.5	NA
0.0	NA	NA	0.5	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	0.0	NA
NA	1.0	NA	NA	NA	NA	NA	0.6
NA	0.0	NA	NA	NA	0.0	0.0	0.0
NA	0.0	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.0	NA	0.0	0.0
NA	NA	NA	NA	NA	NA	NA	0.0
NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	0.0	NA	NA	0.0	NA
0.0	NA	0.0	NA	0.0	NA	NA	0.0714285714286
NA	0.0	0.166666666667	NA	0.0	NA	NA	0.0454545454545
NA	0.0	NA	0.0	0.0	0.0	NA	0.0
0.0	NA	NA	0.0	0.0	0.0	NA	0.0
0.0	NA	NA	0.0	NA	NA	NA	NA
NA	NA	0.0	0.0	0.0	NA	NA	0.0
NA	NA	NA	NA	NA	NA	NA	NA
0.0	0.0	NA	0.0	0.111111111111	NA	0.0	0.0
0.0	0.0571428571429	0.0192307692308	0.0	0.0	0.181818181818	0.0	0.0
NA	NA	NA	1.0	1.0	NA	0.0	NA
0.0666666	NA	0.0	NA	NA	NA	NA	0.0
0.0	0.0526315789474	NA	0.0	0.0	0.0	0.01364235	0.0454545454545
0.0	0.04	0.0178571428571	0.0	0.0	0.0	0.0526315789474	0.0208333333333
NA	0.5	0.5	NA	0.0	NA	0.0	0.0
NA	NA	0.0	NA	0.0	NA	0.0	0.0
NA	NA	NA	NA	NA	NA	NA	NA
1.0	1.0	0.0	NA	0.5	1.0	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
NA	0.0	0.5	NA	NA	0.5	0.0	0.0
NA	0.0	NA	NA	NA	1.0	0.5	NA
NA	NA	NA	NA	NA	NA	0.0	NA
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.153846153846
NA	NA	NA	0.0	0.0	NA	NA	0.0
