dr_epibolyT24hpf_Oblong_6	0.090394	0.107424	0.8819	0.9819048,0.0359563,-0.0027072,0.000386,-0.0001015,0.0181066,0.8964148,0.0602822,-0.0001526,0.0001235,0.0003023,0.0669009,0.8599477,0.0381308,0.0221267,-0.000381,-0.0018197,0.0911719,0.8820295,0.0855259,0.0000673,0.0025476,-0.0086946,0.0796063,0.8923255
dr_epibolyT24hpf_Oblong_7	0.090559	0.105297	0.884217	0.9844275,0.0311163,-0.0024991,0.0003446,-0.0000853,0.0156618,0.9101996,0.052658,-0.0002947,0.0000201,0.0001806,0.0584351,0.8781621,0.0332269,0.0191041,-0.0003267,-0.0020368,0.079806,0.8972641,0.0744547,0.0000569,0.0022858,-0.0081271,0.0694591,0.9065065
dr_epibolyT24hpf_Oblong_8	0.090685	0.103674	0.885986	0.9863327,0.0274242,-0.0023066,0.000311,-0.0000733,0.0137984,0.9207492,0.0467369,-0.0003686,-0.0000397,0.0001052,0.0518614,0.8921929,0.0294376,0.0168072,-0.0002855,-0.0021058,0.0709448,0.909023,0.065914,0.0000492,0.0020711,-0.007568,0.061597,0.9173917
dr_epibolyT24hpf_Oblong_9	0.090786	0.102396	0.88738	0.9878226,0.0245149,-0.0021347,0.0002834,-0.0000642,0.0123311,0.9290822,0.042008,-0.0004058,-0.0000754,0.0000564,0.0466119,0.9033306,0.0264224,0.015003,-0.0002533,-0.0021013,0.0638466,0.9183714,0.0591273,0.0000432,0.0018923,-0.0070504,0.0553287,0.9260093
dr_epibolyT24hpf_Oblong_10	0.090867	0.101363	0.888507	0.9890195,0.0221635,-0.0019828,0.0002601,-0.000057,0.0111457,0.9358304,0.0381454,-0.0004225,-0.000097,0.0000236,0.0423244,0.9123852,0.0239666,0.0135483,-0.0002274,-0.0020596,0.0580348,0.9259804,0.0536054,0.0000386,0.0017412,-0.0065826,0.0502154,0.9330003
dr_epibolyT24hpf_Oblong_11	0.090934	0.10051	0.889436	0.9900022,0.0202236,-0.0018489,0.0002404,-0.0000512,0.0101683,0.9414065,0.0349316,-0.0004273,-0.0001101,0.000001,0.0387574,0.9198906,0.0219279,0.0123506,-0.0002062,-0.0019997,0.05319,0.9322935,0.0490254,0.0000348,0.0016122,-0.0061633,0.0459655,0.9387852
dr_epibolyT24hpf_Oblong_12	0.09099	0.099795	0.890216	0.9908234,0.0185959,-0.0017305,0.0002234,-0.0000464,0.0093484,0.9460913,0.0322162,-0.0004251,-0.0001177,-0.0000148,0.0357438,0.9262126,0.0202085,0.0113474,-0.0001886,-0.0019316,0.0490899,0.9376154,0.0451656,0.0000316,0.0015006,-0.0057882,0.0423778,0.9436511
dr_epibolyT24hpf_Oblong_13	0.091038	0.099187	0.890879	0.9915199,0.0172106,-0.0016255,0.0002087,-0.0000425,0.0086508,0.9500826,0.0298918,-0.0004187,-0.0001219,-0.0000261,0.0331642,0.9316105,0.0187389,0.0104949,-0.0001737,-0.0018608,0.0455755,0.9421624,0.0418687,0.000029,0.0014034,-0.0054523,0.0393088,0.9478008
dr_epibolyT24hpf_Oblong_14	0.091079	0.098662	0.891451	0.9921182,0.0160174,-0.0015319,0.0001957,-0.0000391,0.0080501,0.9535239,0.0278798,-0.00041,-0.0001238,-0.0000342,0.0309314,0.9362729,0.0174683,0.0097615,-0.0001609,-0.0017905,0.0425298,0.9460921,0.0390199,0.0000268,0.0013178,-0.0051507,0.0366538,0.9513815
dr_epibolyT24hpf_Oblong_15	0.091115	0.098206	0.891948	0.9926376,0.0149789,-0.0014481,0.0001843,-0.0000362,0.0075274,0.9565213,0.0261212,-0.0003998,-0.0001241,-0.00004,0.0289799,0.9403406,0.016359,0.0091238,-0.0001499,-0.0017221,0.0398652,0.9495221,0.0365339,0.0000248,0.001242,-0.0048788,0.0343344,0.9545026
dr_epibolyT24hpf_Oblong_16	0.091147	0.097806	0.892385	0.9930928,0.0140668,-0.0013727,0.0001741,-0.0000337,0.0070685,0.9591556,0.0245711,-0.0003891,-0.0001234,-0.0000441,0.0272598,0.9439203,0.0153821,0.0085644,-0.0001403,-0.0016566,0.0375143,0.952542,0.0343454,0.0000232,0.0011744,-0.004633,0.0322908,0.9572474
dr_epibolyT24hpf_Oblong_17	0.091175	0.097451	0.892772	0.993495,0.0132594,-0.0013046,0.000165,-0.0000316,0.0066622,0.961489,0.0231945,-0.000378,-0.000122,-0.0000471,0.0257322,0.947095,0.0145153,0.0080695,-0.0001318,-0.0015943,0.0354249,0.9552211,0.0324042,0.0000217,0.0011137,-0.0044098,0.0304767,0.9596799
dr_epibolyT24hpf_Oblong_18	0.0912	0.097135	0.893117	0.9938529,0.0125397,-0.0012427,0.0001568,-0.0000296,0.0063002,0.9635702,0.0219638,-0.000367,-0.0001202,-0.0000492,0.0243666,0.9499296,0.0137408,0.0076287,-0.0001243,-0.0015354,0.0335558,0.9576141,0.0306706,0.0000204,0.0010589,-0.0042065,0.0288554,0.9618506
dr_epibolyT24hpf_Oblong_19	0.091222	0.096852	0.893426	0.9941735,0.011894,-0.0011863,0.0001493,-0.0000279,0.0059754,0.9654381,0.020857,-0.0003562,-0.0001181,-0.0000506,0.0231385,0.9524761,0.0130448,0.0072336,-0.0001176,-0.0014799,0.0318738,0.9597643,0.0291129,0.0000193,0.0010092,-0.0040206,0.0273978,0.9637995
dr_epibolyT24hpf_Oblong_20	0.091243	0.096596	0.893705	0.9944623,0.0113116,-0.0011347,0.0001425,-0.0000264,0.0056825,0.9671238,0.0198563,-0.0003457,-0.0001158,-0.0000515,0.0220283,0.9547761,0.0124159,0.0068774,-0.0001116,-0.0014276,0.0303523,0.9617071,0.0277058,0.0000183,0.000964,-0.00385,0.0260802,0.9655591
dr_epibolyT24hpf_Dome_1	0.084035	0.137217	0.850194	0.919,0.1667,0.0219,0,0.0001,0.0713,0.5208,0.2018,0.0233,0.0124,0.0091,0.2396,0.4737,0.1245,0.086,0.0006,0.0625,0.2763,0.571,0.245,0,0.0104,0.0263,0.2811,0.6565
dr_epibolyT24hpf_Dome_2	0.087115	0.117837	0.870918	0.9563964,0.1001492,0.0045017,-0.00065,-0.0001619,0.042948,0.7003816,0.1474197,0.0075109,0.0025733,0.0009951,0.1750681,0.6571983,0.0823748,0.0502126,-0.0002323,0.018848,0.1987592,0.7250836,0.154827,-0.0001072,0.005553,-0.0078718,0.1856218,0.7925539
dr_epibolyT24hpf_Dome_3	0.08848	0.109973	0.879352	0.9701316,0.0713819,0.0008869,-0.0005162,-0.0001011,0.0306424,0.7831608,0.1123507,0.0034632,0.0005937,-0.0004926,0.1334466,0.748079,0.0609057,0.0353577,-0.0001682,0.0075188,0.1512266,0.7994846,0.1121082,-0.0001132,0.0044916,-0.0125362,0.1366209,0.8520461
dr_epibolyT24hpf_Dome_4	0.089221	0.105732	0.883911	0.9772804,0.0554212,-0.000253,-0.0004046,-0.0000633,0.0238036,0.8302937,0.0902175,0.0018982,-0.0000303,-0.0008703,0.1071697,0.8012625,0.0482019,0.0272703,-0.0001076,0.0032921,0.1214121,0.8424792,0.0877031,-0.0001061,0.0038229,-0.012633,0.107793,0.8851241
dr_epibolyT24hpf_Dome_5	0.089682	0.103082	0.886764	0.9816664,0.0452847,-0.0006789,-0.0003279,-0.0000417,0.0194563,0.8606499,0.0752252,0.0011479,-0.0002678,-0.0009559,0.0893669,0.8360159,0.0398513,0.0221898,-0.0000699,0.0013732,0.1012449,0.8703707,0.0719805,-0.000097,0.0033248,-0.0118015,0.0889316,0.9061427
dr_epibolyT24hpf_Dome_6	0.089997	0.101269	0.888716	0.9846324,0.0382796,-0.0008438,-0.000274,-0.0000287,0.0164503,0.8818142,0.0644539,0.0007376,-0.0003641,-0.0009479,0.0765748,0.8604645,0.0339551,0.0187036,-0.0000464,0.0003938,0.0867603,0.8898997,0.0610226,-0.0000883,0.0029373,-0.0108301,0.0756593,0.9206697
dr_epibolyT24hpf_Dome_7	0.090224	0.099952	0.890136	0.9867722,0.0331499,-0.0008993,-0.0002346,-0.0000205,0.0142481,0.8974062,0.0563586,0.0004924,-0.0004008,-0.0009083,0.0669597,0.8785868,0.0295737,0.0161634,-0.0000314,-0.0001442,0.0758741,0.9043274,0.0529535,-0.0000806,0.002628,-0.009916,0.0658219,0.9313071
dr_epibolyT24hpf_Dome_8	0.090397	0.098951	0.891215	0.9883887,0.0292319,-0.0009052,-0.0002048,-0.0000149,0.0125657,0.909368,0.0500591,0.0003362,-0.0004101,-0.0008592,0.059477,0.8925517,0.0261912,0.0142304,-0.0000213,-0.0004533,0.0674018,0.9154181,0.0467659,-0.0000739,0.0023761,-0.0091036,0.0582422,0.9394312
dr_epibolyT24hpf_Dome_9	0.090532	0.098166	0.892063	0.9896531,0.0261417,-0.000888,-0.0001815,-0.0000111,0.0112384,0.9188341,0.0450204,0.0002319,-0.0004062,-0.000809,0.0534917,0.9036403,0.0235017,0.0127102,-0.0000143,-0.0006351,0.0606244,0.9242079,0.0418713,-0.0000682,0.0021673,-0.0083937,0.0522248,0.945838
dr_epibolyT24hpf_Dome_10	0.09064	0.097532	0.892746	0.9906692,0.0236422,-0.0008601,-0.0001628,-0.0000084,0.0101646,0.9265112,0.0409,0.0001596,-0.000396,-0.0007613,0.0485969,0.9126571,0.0213123,0.0114833,-0.0000094,-0.0007422,0.0550813,0.9313447,0.0379032,-0.0000632,0.0019916,-0.007775,0.0473325,0.9510198
dr_epibolyT24hpf_Dome_11	0.090729	0.09701	0.893309	0.9915035,0.0215789,-0.0008277,-0.0001476,-0.0000064,0.0092781,0.9328623,0.0374686,0.0001081,-0.0003828,-0.000717,0.0445204,0.9201324,0.0194956,0.0104724,-0.0000058,-0.0008037,0.0504643,0.9372542,0.0346215,-0.0000588,0.0018419,-0.0072346,0.0432771,0.9552971
dr_epibolyT24hpf_Dome_12	0.090804	0.096575	0.893781	0.9922009,0.0198467,-0.0007941,-0.0001349,-0.0000048,0.0085338,0.9382035,0.0345671,0.0000704,-0.0003685,-0.0006765,0.0410733,0.9264302,0.017964,0.0096251,-0.0000031,-0.0008366,0.0465599,0.9422278,0.0318624,-0.000055,0.0017128,-0.0067603,0.0398612,0.9588876
dr_epibolyT24hpf_Dome_13	0.090867	0.096204	0.894182	0.9927924,0.0183718,-0.0007609,-0.0001242,-0.0000037,0.0079,0.9427578,0.0320818,0.0000424,-0.000354,-0.0006396,0.0381207,0.931808,0.0166553,0.0089046,-0.0000011,-0.0008511,0.0432152,0.9464713,0.0295104,-0.0000517,0.0016005,-0.0063416,0.0369445,0.9619443
dr_epibolyT24hpf_Dome_14	0.090921	0.095884	0.894526	0.9933005,0.017101,-0.0007288,-0.000115,-0.0000028,0.0073538,0.9466872,0.0299293,0.0000212,-0.0003397,-0.000606,0.0355634,0.9364537,0.0155241,0.0082844,0.0000004,-0.0008537,0.0403181,0.9501344,0.0274815,-0.0000487,0.0015019,-0.0059699,0.0344253,0.9645781
dr_epibolyT24hpf_Dome_15	0.090968	0.095606	0.894825	0.9937417,0.0159946,-0.0006984,-0.0001071,-0.0000021,0.0068782,0.9501119,0.0280471,0.000005,-0.0003261,-0.0005755,0.0333272,0.9405071,0.0145368,0.0077449,0.0000015,-0.0008485,0.0377846,0.9533285,0.0257136,-0.000046,0.0014147,-0.0056381,0.0322275,0.966871
dr_epibolyT24hpf_Dome_16	0.09101	0.095363	0.895089	0.9941284,0.0150226,-0.0006697,-0.0001002,-0.0000015,0.0064604,0.9531233,0.0263873,-0.0000075,-0.0003131,-0.0005476,0.0313552,0.9440747,0.0136675,0.0072715,0.0000024,-0.0008382,0.0355502,0.9561382,0.0241593,-0.0000436,0.0013369,-0.0053403,0.0302933,0.9688852
dr_epibolyT24hpf_Dome_17	0.091046	0.095148	0.895322	0.9944701,0.014162,-0.0006428,-0.0000941,-0.000001,0.0060905,0.9557919,0.0249128,-0.0000172,-0.0003009,-0.0005222,0.0296033,0.9472387,0.0128962,0.0068525,0.0000031,-0.0008246,0.0335651,0.958629,0.0227821,-0.0000414,0.0012672,-0.0050718,0.028578,0.9706685
dr_epibolyT24hpf_Dome_18	0.091079	0.094956	0.895529	0.9947742,0.0133946,-0.0006176,-0.0000888,-0.0000007,0.0057606,0.9581731,0.0235942,-0.0000249,-0.0002893,-0.0004989,0.0280366,0.9500641,0.0122073,0.0064792,0.0000036,-0.0008089,0.0317898,0.9608521,0.0215534,-0.0000395,0.0012044,-0.0048285,0.0270464,0.9722586
