NA	0.0	0.0	NA	NA	NA	0.0	NA
NA	NA	0.0	0.0	NA	0.25	NA	NA
0.0	NA	NA	0.0	NA	NA	NA	0.0833333333333
NA	NA	0.75	0.285714285714	0.142857142857	0.0	0.2	0.384615384615
NA	NA	NA	0.0	0.0	NA	NA	0.0
NA	NA	0.375	NA	0.111111111111	0.0	NA	NA
NA	0.2	0.0763889166667	0.0588235294118	0.166666666667	0.0714285714286	NA	0.2
NA	0.0	0.0	NA	0.166666666667	NA	0.0	NA
0.5	0.555555555556	0.0526315789474	0.117647058824	0.4	NA	0.119047619048	0.0909090909091
NA	NA	0.0	NA	0.333333333333	NA	0.0	NA
0.0	NA	0.0	0.190476190476	NA	NA	NA	NA
NA	0.25	NA	0.0	0.142857142857	0.166666666667	0.142857142857	0.166666666667
NA	0.0	NA	0.0	0.0	0.0	0.0	0.0619047857143
0.0	0.0	0.2	NA	NA	0.0	0.333333333333	0.0
NA	0.0	NA	NA	NA	NA	NA	0.0
NA	NA	NA	0.0	0.166666666667	0.2	0.0	0.111111111111
NA	0.0	0.285714285714	NA	0.0	NA	0.0	0.545454545455
NA	NA	NA	NA	NA	NA	NA	NA
NA	0.133333333333	0.142857142857	0.0	0.142857142857	NA	NA	0.0
0.5	NA	NA	0.4	NA	NA	0.421052631579	NA
0.4	0.25	0.114705882353	0.0	0.229166666667	0.0	0.25	0.0879629444444
0.5	0.413043478261	0.260784323529	0.0	0.25	NA	0.25	0.1861111
NA	0.227272727273	0.025	0.292682926829	0.0666666666667	0.357142857143	NA	0.21186440678
0.0	1.0	NA	0.266666666667	0.0588235294118	0.277777777778	NA	0.239583333333
0.0	NA	0.0588235294118	0.111111111111	NA	0.0	NA	NA
NA	NA	0.333333333333	0.285714285714	0.0	NA	NA	0.3
0.428571428571	NA	NA	0.0	0.166666666667	NA	NA	0.466666666667
0.346153846154	0.311111111111	0.125	0.117647058824	0.15873015873	NA	0.203703703704	0.258558540541
0.339285714286	0.159413433735	0.0793650793651	0.352678571429	0.0510204081633	0.395061722222	0.42000002	0.280503150943
NA	NA	NA	0.333333333333	0.0	NA	0.0	NA
0.1875	NA	0.375	0.0	NA	NA	0.0	0.5
0.0666666666667	0.303030287879	0.0	0.25775194186	0.128205115385	0.3125	0.13401612907	0.222222222222
0.272727272727	0.189987791209	0.280075483516	0.29468598913	0.223880597015	0.310344827586	0.216666666667	0.09555556
0.5	0.181818181818	0.157894736842	NA	0.0	NA	0.333333333333	0.175
NA	NA	0.0	NA	0.0	NA	0.0	0.0
NA	NA	NA	0.2	NA	0.2	0.0	0.285714285714
0.5	0.0	0.555555555556	0.0	0.0	0.0	NA	NA
NA	NA	NA	NA	NA	NA	0.0	NA
NA	0.0	0.0	NA	NA	0.0	0.0	0.0
0.529411764706	0.125	NA	NA	NA	0.0	0.142857142857	NA
NA	0.5	NA	0.0	0.166666666667	0.458333333333	0.2	NA
0.36	0.129032258065	0.448275862069	0.272413793103	0.19379844186	0.246376804348	0.137931034483	0.428571428571
NA	NA	NA	0.3185185	0.0	NA	NA	0.0
0.0	0.0	0.151515151515	0.235294117647	0.833333333333	0.0555555555556	0.333333333333	0.0769230769231
NA	NA	NA	0.25	NA	NA	0.25	0.125
NA	0.157894736842	0.0	NA	0.181818181818	0.0	0.409090909091	0.125
NA	0.0909090909091	0.366666666667	0.12	NA	NA	0.0	0.294117647059
NA	NA	0.25	0.230769230769	NA	NA	0.5	NA
NA	NA	NA	NA	NA	0.529411764706	NA	NA
0.236842105263	0.625	0.1	NA	0.05	0.125	0.428571428571	0.0
0.5	0.0909090909091	NA	0.421052631579	NA	NA	0.636363636364	NA
0.0	NA	0.25	0.0625	0.2	NA	NA	NA
NA	NA	0.222222222222	0.2	0.333333333333	0.25	NA	0.210526315789
NA	NA	0.0	NA	NA	0.0	NA	NA
NA	NA	0.333333333333	0.0	NA	NA	NA	0.0
NA	NA	NA	0.0	0.25	NA	NA	0.0
NA	0.0	NA	NA	NA	0.0	0.0	0.0
