hg_2C_6_1_hg_4C_7_1_1	0.7253,0.1158,0.0593,0.0376,0.0619	0.006877,0.737641,0.257251	0.8216,0.0944,0.0503,0.0203,0.0135	0.7248,0.112,0.06,0.0364,0.0668	0.860686701879454,0.104758824969014,0.0290858884091795,0.00493903219555245,0.0004295525468001	0.8178,0.0986,0.0487,0.0211,0.0138	0.1521	0.0448664771403075	0.078625	0.9362,0.7615,0.5714,0.4065,0.3764,0.044,0.1698,0.2432,0.3017,0.2529,0.0129,0.0517,0.1261,0.202,0.1983,0.0045,0.0137,0.0502,0.0648,0.1063,0.0025,0.0032,0.0091,0.0249,0.0661	0.972774460071247,0.754715387125859,0.56924335344842,0.416358359038934,0.296060403897398,0.0269443763236174,0.208062443169669,0.334144846580573,0.405191586556328,0.421202663096934,0.000279869375662708,0.0367406386103092,0.0863001778167802,0.148958486995075,0.224715566145195,1.29199283232956e-06,0.000479902330438596,0.00951980595803786,0.0271210028756301,0.0532834930832154,2.23664005061064e-09,1.62876372404854e-06,0.00079181619618827,0.00237056453403272,0.00473787377725738
hg_2C_6_1_hg_4C_7_1_2	0.7272,0.1124,0.0599,0.0384,0.0622	0.008257,0.744832,0.248966	0.8218,0.0936,0.0506,0.0207,0.0132	0.723,0.1155,0.0595,0.0357,0.0664	0.858559597609547,0.108268344384777,0.0282330141279617,0.00465111947686057,0.000387924400853965	0.8176,0.0994,0.0483,0.0206,0.0141	0.1518	0.0450598571686745	0.07855	0.9363,0.7629,0.5872,0.3954,0.3725,0.0441,0.1682,0.2477,0.3418,0.2337,0.0119,0.0462,0.1208,0.199,0.2266,0.0049,0.0172,0.0367,0.051,0.1034,0.0029,0.0055,0.0076,0.0128,0.0637	0.967378821157644,0.75651516254902,0.576293400406289,0.426713534729449,0.307775565518503,0.0322166001728217,0.207582727617602,0.330961325187058,0.40235239288119,0.421755930699999,0.000402340829671077,0.0353526351271913,0.0830573842925323,0.143516588325694,0.216730247226676,2.23319161691021e-06,0.000547252827731134,0.00897836649060661,0.0252955741802433,0.0494988758966413,4.6482463654464e-09,2.22187845548314e-06,0.000709523623514316,0.00212190988342287,0.00423938065818113
hg_2C_6_1_hg_4C_7_1_3	0.722,0.1115,0.0616,0.0385,0.0664	0.011165,0.753925,0.237562	0.8155,0.1001,0.0509,0.0199,0.0136	0.7281,0.1164,0.0578,0.0356,0.0622	0.848905544146411,0.118051569679282,0.0282153476581855,0.00447495797900766,0.000352580537114316	0.8239,0.093,0.048,0.0215,0.0137	0.1469	0.0473293652702833	0.077075	0.9423,0.7811,0.5591,0.3785,0.3641,0.0383,0.1537,0.252,0.3402,0.2458,0.0115,0.0435,0.1339,0.1944,0.2212,0.0047,0.0163,0.0488,0.0665,0.1091,0.0031,0.0054,0.0063,0.0205,0.0599	0.956082391697755,0.755931997949932,0.583715166180502,0.439431896389464,0.323082188576819,0.0431807527173105,0.20926816082701,0.327734701948035,0.398580376080388,0.421805183224067,0.000731335011536968,0.0341016563036621,0.079521619289893,0.13699122397023,0.206510470344672,5.5050339735212e-06,0.000694402976917777,0.00841237058410021,0.0231594078555208,0.0449355147911796,1.55394237447006e-08,3.78194247820811e-06,0.000616141997469478,0.00183709570439756,0.00366664306326244
hg_2C_6_1_hg_4C_7_1_4	0.7244,0.1118,0.0636,0.0367,0.0635	NaN,NaN,NaN	0.8184,0.0992,0.05,0.0192,0.0132	0.7257,0.1161,0.0558,0.0373,0.0651	NaN,NaN,NaN,NaN,NaN	0.8211,0.0938,0.049,0.0221,0.0141	0.15	NaN	0.078625	0.9398,0.7759,0.5828,0.3898,0.3647,0.0406,0.1515,0.2484,0.2978,0.2456,0.011,0.0495,0.1234,0.2107,0.2176,0.0054,0.0178,0.0341,0.0799,0.1221,0.0031,0.0054,0.0114,0.0218,0.05	NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
hg_2C_6_1_hg_4C_7_1_5	0.7313,0.1128,0.0564,0.0365,0.0629	0.007675,0.744202,0.250043	0.8219,0.0954,0.0493,0.0194,0.014	0.7188,0.1151,0.0629,0.0375,0.0657	0.861901564093806,0.105129599408346,0.0278532663797175,0.00462744866563822,0.000388121452492619	0.8175,0.0976,0.0497,0.022,0.0133	0.15405	0.0440677409936666	0.07905	0.9368,0.7748,0.5456,0.3937,0.3878,0.0431,0.1572,0.2677,0.3382,0.2431,0.0123,0.05,0.1331,0.1739,0.2084,0.0059,0.0133,0.0434,0.07,0.11,0.002,0.0047,0.0101,0.0242,0.0507	0.969651628817185,0.757509401733538,0.57630909452745,0.426050707198921,0.306734239747953,0.0299985438285719,0.206672048022117,0.330851001366783,0.402535403862571,0.421725255509481,0.00034802936117344,0.0353061676841157,0.0831399402191138,0.143849346966168,0.217434387925278,1.79452319687344e-06,0.000510453643768626,0.00898381737662498,0.0254218857217659,0.0498246586791915,3.46987265664063e-09,1.92891646150542e-06,0.000716146510028584,0.00214265625057389,0.00428145813809743
hg_2C_6_1_hg_4C_7_1_6	0.7251,0.1092,0.0597,0.0405,0.0655	0.00954,0.743702,0.249136	0.8167,0.0996,0.0502,0.0204,0.013	0.7251,0.1187,0.0596,0.0335,0.0631	0.85142889521753,0.113710580846107,0.0295048421102969,0.00494204028547833,0.000413641540588116	0.8227,0.0934,0.0487,0.0209,0.0143	0.1477	0.047300238021372	0.077675	0.9385,0.7774,0.567,0.4033,0.3737,0.0427,0.1502,0.2496,0.3106,0.2526,0.011,0.0503,0.1279,0.1989,0.2194,0.0051,0.016,0.0478,0.0654,0.1044,0.0027,0.0061,0.0077,0.0218,0.0499	0.962382604880455,0.752485846470814,0.573108238461061,0.424249780851197,0.305910473641223,0.0370782466755227,0.210755434585113,0.332751200431178,0.403065544213718,0.421698465932733,0.000535700290700007,0.0361159635086244,0.08421880196846,0.144844215670207,0.217992204613864,3.43987021066176e-06,0.000639762064158724,0.00919859836530299,0.0256799487736435,0.0500838132891802,8.28311133456e-09,2.993371290539e-06,0.000723160773998289,0.00216051049123458,0.00431504252299942
hg_2C_6_1_hg_4C_7_1_7	0.7243,0.1149,0.0602,0.0357,0.0649	0.009227,0.756072,0.236887	0.8229,0.0942,0.0497,0.0196,0.0136	0.7258,0.113,0.0592,0.0383,0.0637	0.858056441988219,0.110551529122393,0.0268586173975429,0.00420433454590774,0.000329076945937216	0.8165,0.0988,0.0493,0.0217,0.0137	0.150275	0.0445495188347378	0.079325	0.9384,0.7709,0.5508,0.3679,0.3715,0.0408,0.1591,0.2662,0.3443,0.2496,0.0128,0.0493,0.1308,0.1934,0.2129,0.0057,0.0159,0.0446,0.0684,0.1057,0.0022,0.0048,0.0077,0.0259,0.0602	0.963599690166479,0.762371956266178,0.589159037580035,0.443960934108049,0.326777645850222,0.0358957474261656,0.204213246265568,0.324621004481488,0.397119022073925,0.42170729904288,0.00050144189663207,0.0328510533500484,0.0775640731130645,0.13464050118568,0.204080337567896,3.1132623249551e-06,0.000561207612988784,0.0080624463582694,0.0225068294981668,0.043894357032681,7.24839884422584e-09,2.53650521726332e-06,0.00059343846714379,0.00177271313417842,0.00354036050632117
hg_2C_6_1_hg_4C_7_1_8	0.7224,0.1176,0.0586,0.0344,0.067	0.007528,0.74691,0.247425	0.8224,0.0942,0.0487,0.0216,0.013	0.7277,0.1103,0.0607,0.0396,0.0616	0.85989121590675,0.106731971762234,0.0283256854648629,0.00466516162277502,0.000385965243378881	0.817,0.0988,0.0502,0.0197,0.0143	0.149225	0.04473067213345	0.078875	0.9364,0.7557,0.5701,0.3853,0.3849,0.0437,0.1639,0.2519,0.344,0.2365,0.0124,0.0566,0.1297,0.2064,0.2272,0.0052,0.0139,0.0392,0.0413,0.0912,0.0024,0.0098,0.009,0.0229,0.0603	0.97022632144493,0.759866421291948,0.5799126828178,0.430365106022486,0.311223690906007,0.0294370571576324,0.205086731303355,0.329035823810719,0.401284334679724,0.421832263910371,0.000334924561523131,0.0345548978367227,0.0816401728121152,0.141590749487701,0.214406627863479,1.6936243367713e-06,0.000490132948697444,0.00872506707241193,0.0247064959954802,0.0484344197179024,3.21157775917466e-09,1.81661927679806e-06,0.000686253486953673,0.00205331381460838,0.00410299760224093
hg_2C_6_1_hg_4C_7_1_9	0.722,0.1118,0.0603,0.0395,0.0664	0.009817,0.755906,0.2366	0.8191,0.0971,0.0495,0.0203,0.014	0.7281,0.116,0.0591,0.0346,0.0622	0.853772479202546,0.113811149641755,0.0277025842387576,0.00437160349018882,0.000342183426753398	0.8203,0.0959,0.0495,0.021,0.0133	0.1467	0.0459249655742125	0.077775	0.9376,0.7779,0.5521,0.3806,0.3701,0.043,0.1535,0.2691,0.3438,0.224,0.0113,0.0514,0.126,0.1995,0.2302,0.005,0.0125,0.0451,0.0604,0.1213,0.0031,0.0047,0.0078,0.0157,0.0544	0.961306465827684,0.760768222859262,0.588119515866055,0.443360344848063,0.326490709805286,0.0381228341631006,0.205522986412518,0.325255296695352,0.397319765011604,0.421716391361273,0.000566943478598136,0.0331070854014755,0.0779040590372871,0.134957864386033,0.204268501447713,3.74724276852387e-06,0.000598829622448993,0.00812563057514971,0.0225841501008707,0.0439743881996119,9.28784938203312e-09,2.87570429611675e-06,0.000595497826156233,0.00177787565342973,0.00355000918611661
hg_2C_6_1_hg_4C_7_1_10	0.727,0.1143,0.0599,0.0367,0.0621	0.010364,0.751515,0.240616	0.8179,0.0967,0.0501,0.0211,0.0141	0.7232,0.1136,0.0595,0.0373,0.0665	0.854414884595957,0.113619685769865,0.0272946460344127,0.00432523555132167,0.000345548048443328	0.8215,0.0963,0.0488,0.0202,0.0132	0.152625	0.0456417191716072	0.076825	0.9399,0.7775,0.5769,0.3612,0.3834,0.0407,0.1547,0.2538,0.344,0.2418,0.0119,0.0447,0.1262,0.2064,0.226,0.0044,0.0175,0.0323,0.0663,0.0973,0.0031,0.0056,0.0108,0.0221,0.0515	0.95918403362101,0.756155958243439,0.581777511401983,0.436048693096641,0.318969503327413,0.0401803625755253,0.208772655091029,0.328584134207439,0.399614799924758,0.421864652242984,0.000631185523363254,0.0344125090663909,0.0804397747020306,0.138712982430282,0.209232132251146,4.4067426569882e-06,0.000655555732375506,0.00855874658968984,0.0237139793146,0.046121253907106,1.153744429695e-08,3.32186676578969e-06,0.000639833098857489,0.0019095452337194,0.00381245827135151
