baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Fhod1	1528.72201944548	-1.78590002798933	0.338889330863847	-5.26986206215751	0.000000136526317579083	0.00000619215780446628
Pald1	604.135471877923	-1.77607720898276	0.331222322613834	-5.36219055215508	0.0000000822187396414269	0.00000398889801661055
Nucb2	861.095366812284	-1.7682201000004	0.252662792746806	-6.99833988525705	0.00000000000259013135218876	0.000000000305635499558274
Il6st	1348.32792230249	-1.76792489878672	0.25872733193001	-6.83315862146706	0.00000000000830650199035365	0.000000000903591669638158
Pdpn	1127.81391519518	-1.76489775797266	0.389150502120545	-4.53525756321896	0.00000575332313902225	0.000169364210122084
Dgat2	361.485069933185	-1.7624229171511	0.345353726508301	-5.10323990121688	0.000000333887300763456	0.0000137545762598531
Ddr2	1812.39211744741	-1.75827203142384	0.245708891132473	-7.15591537335079	0.000000000000831164090009439	0.000000000108160082142911
Clec2i	419.703151056533	-1.75597593316314	0.300715773083865	-5.83932101450969	0.00000000524139916653082	0.000000336319087533526
Rin2	256.66506434218	-1.7515103080728	0.47643290791331	-3.67630001828401	0.000236641202580259	0.00419210191441161
Meg3	795.703547363788	-1.72930950876094	0.390390840070189	-4.42968771616163	0.00000943696399388502	0.000264919932763821
Zfp57	3261.93908274053	-1.72226853702784	0.171971099143169	-10.014871950048	0.0000000000000000000000131131609671646	0.00000000000000000000730350613227202
Csrnp2	1052.4006260768	-1.71981034342767	0.269231526389901	-6.38784902529222	0.000000000168235307679051	0.0000000147397596037349
Pot1b	452.433265180427	-1.71816664426162	0.417674117850856	-4.11365361373707	0.0000389445676886042	0.000902269817797213
Tdh	907.327849490272	-1.71723158734202	0.328459703647661	-5.22813474003526	0.000000171228709615463	0.00000756885254820859
Cdh3	366.885166856134	-1.70733971371426	0.522103408787276	-3.27011792104558	0.00107502660024319	0.013821858740086
Uhrf1	6125.14955264735	-1.70732412636831	0.269248607406755	-6.34106947780437	0.000000000228175603563597	0.0000000196118339754292
Lama1	1582.24709603423	-1.70668373720518	0.374144743527209	-4.56156010937266	0.00000507749357294544	0.000152040904321919
Fbxl20	5169.53800962976	-1.70458879133212	0.191208891283337	-8.914798783108	0.000000000000000000488702877080531	0.000000000000000165968264889495
2410007B07Rik	158.073646274912	-1.69248101128802	0.570792181878974	-2.96514399639566	0.00302541282123644	0.0315313234452815
Apcdd1	327.625269588378	-1.68991922849836	0.278367266239455	-6.07082596789477	0.00000000127254034406509	0.0000000922856862018871
Jakmip1	218.969356113858	-1.68573741413162	0.473497547556771	-3.56018193300041	0.000370597947377589	0.00597678514802574
Chsy1	965.565131853134	-1.68052737361264	0.287664979006335	-5.84196025326958	0.00000000515901171692519	0.00000033256518123364
Lhfpl2	1854.18612304595	-1.67794501231747	0.270006724688937	-6.21445637789412	0.000000000515026387959423	0.0000000407456103746989
C77370	6346.76081155369	-1.67656799778019	0.155858584561743	-10.7569820584122	0.00000000000000000000000000549400079362057	0.00000000000000000000000449990982649252
Amacr	305.070438792975	-1.66035775883698	0.56386184648624	-2.94461802866014	0.00323353588255516	0.0329602881615652
Dram1	640.065186425896	-1.65228196715006	0.299979996687792	-5.50797381623314	0.0000000362987380210186	0.000001940158793784
Traf3ip2	356.495866579503	-1.6516053860787	0.36708579964557	-4.49923529505463	0.00000681983404801722	0.000198651227402206
S1pr2	218.673621038398	-1.64195250668918	0.503096087890048	-3.26369563630562	0.00109969232287354	0.0140092551726361
Dcaf12l1	193.442331379062	-1.64176632674317	0.448633396115976	-3.65948309010583	0.000252724518389839	0.00438223685437125
Zfp428	172.400459451222	-1.63306231558251	0.528058713307243	-3.0925771593742	0.00198426642321928	0.0225358284477205
Dpp4	651.877302292006	-1.62779564331696	0.34317461521065	-4.74334514025105	0.00000210217657462201	0.0000701935410672348
Jam2	1346.59616588675	-1.62590631156978	0.304681710101373	-5.33640930080381	0.00000009480526135683	0.00000453631772897767
Ccbl2	1018.49319237389	-1.62365563227459	0.254521281661376	-6.37925293192085	0.000000000177953923058553	0.0000000154864401541706
Klf2	811.5187103398	-1.6223086501998	0.348789318243198	-4.65125669091913	0.00000329918363227644	0.000104404165672312
Fabp5	6681.00526883351	-1.61515498808523	0.160006498641756	-10.0943086799334	0.00000000000000000000000585421029952728	0.00000000000000000000339641767544241
Galnt11	585.650393549976	-1.61334581939123	0.304237282735643	-5.30291950047782	0.00000011396518508016	0.00000532500415119514
Kndc1	567.23513169049	-1.6117580074599	0.305628800373316	-5.27358025647841	0.000000133787706736662	0.000006087777871246
Pmepa1	1149.6382616014	-1.60894146154659	0.292565609452502	-5.49942101724639	0.0000000381040338059838	0.00000201734055784988
Nkx6-2	264.397736251062	-1.60441209447803	0.533849508386319	-3.00536400104165	0.00265263191194782	0.028324575722363
Glb1l	385.545480398937	-1.60188493714393	0.418786984726447	-3.82505902897219	0.000130740756773414	0.00253895996835847
Tpst1	730.000056360639	-1.59446240627052	0.240980546195655	-6.61656067861991	0.0000000000367652005207001	0.00000000357985071363796
Plekhg5	483.608019481966	-1.58679007722351	0.510957701550529	-3.10552140110289	0.00189943875140373	0.0217319516635543
Maged1	1336.4840186313	-1.58553315150773	0.22613507799455	-7.01144274284566	0.00000000000235873020356185	0.000000000288096134687677
Utf1	3776.7606879498	-1.58192959661843	0.41252295232535	-3.83476746615248	0.00012568314099685	0.00245788210005637
Chic1	436.763653300339	-1.57804787121034	0.372395955683316	-4.23755373045003	0.0000225968353322719	0.00056589628627078
Aco1	3604.87222643941	-1.5671821070236	0.216446088189071	-7.24051942973727	0.000000000000446969547349037	0.0000000000616198413592871
Alpl	3913.34336488122	-1.56248097232241	0.377002772580229	-4.14448138306438	0.0000340583622793241	0.000812035336262515
Dmtn	503.678043494212	-1.55607841881515	0.445826934618211	-3.49031944457936	0.000482443490551093	0.00734960958690745
Slc24a5	1574.12733977581	-1.55306800305643	0.227221065098493	-6.8350529137042	0.00000000000819747657159262	0.000000000898753258132722
Adam22	276.838363728834	-1.54592756107872	0.467385548349644	-3.30760667833536	0.000940968654883101	0.0124781405243736
Letmd1	359.967072100064	-1.53245768841528	0.472737450952628	-3.24166762190551	0.0011883252774789	0.0148738107442275
Poglut1	2514.95278893135	-1.52438001815527	0.192796364906159	-7.90668443825299	0.00000000000000264334553894255	0.000000000000533419467887479
Slc41a1	710.520620722089	-1.51294795648697	0.243645557622552	-6.20962668578911	0.000000000531106186583481	0.0000000417803533445672
Crocc	220.713480573779	-1.50551389430833	0.513974567730096	-2.92916029086272	0.00339879102196446	0.0344681472613497
4930548H24Rik	149.639220353974	-1.50531525180249	0.476316311737655	-3.1603268977099	0.00157592216749087	0.018803033641939
Arhgap39	480.84793949671	-1.50357799691787	0.367680047388167	-4.08936521739106	0.000043255532697916	0.000985744741875259
Ifitm2	1282.32984124214	-1.50275882831897	0.268450143579408	-5.59790659182287	0.0000000216955585281194	0.00000120354166113759
AU018829	509.935482742685	-1.50186877251524	0.247296043259315	-6.07316135236494	0.00000000125416323781973	0.0000000914291566670261
H6pd	317.511442648939	-1.49770824999625	0.538912796113648	-2.77912912960487	0.00545048533341402	0.0489945498918379
Zfp36l1	917.016406636687	-1.49519908451899	0.298663471640848	-5.00630049032918	0.000000554861151989815	0.0000217019288772645
Rab38	272.691723939732	-1.49001364155997	0.384421731631666	-3.87598701882867	0.000106193345699803	0.00212753402233676
Shisa5	870.555866601911	-1.48984328793203	0.3148278816614	-4.7322469664055	0.00000222048016531191	0.0000735930848920559
Klrg2	543.938000612403	-1.48932306015035	0.478950306819242	-3.10955654260062	0.00187368418526195	0.0214725749757921
Mtmr7	1969.93887593607	-1.48698210521838	0.189532594471687	-7.84552181836202	0.00000000000000431156871867462	0.000000000000845553279420075
Etv6	978.569118631836	-1.48402466929549	0.259398957855	-5.72101245728613	0.0000000105891132254275	0.000000638280573813211
Zyg11a	1282.99160652373	-1.48347325034524	0.286051871344782	-5.18602882537061	0.000000214825573256369	0.00000928953814292449
Gm15698	1542.53879376808	-1.48344337829801	0.339331993758994	-4.37165786186258	0.0000123306647017099	0.000328643786896734
Mex3b	346.255273975576	-1.48249265550424	0.43029424056329	-3.44529978733515	0.00057042636762811	0.00835185777376846
Pir	260.166794814925	-1.47817430444212	0.444433634456875	-3.325973080882	0.000881104375991866	0.0119275679478021
Ildr1	1236.76800020074	-1.47695325276091	0.233940718169757	-6.31336547273987	0.000000000273031673075025	0.0000000230405637327069
Oasl2	821.030248313916	-1.47133158402463	0.306278747677343	-4.80389708780789	0.00000155606830278723	0.0000536304332871519
Gins2	3301.82322475562	-1.47064651023691	0.291886732915095	-5.0384150576131	0.000000469402655205409	0.0000185154747056094
Ccdc160	526.518348196765	-1.47056490291282	0.377118171759899	-3.89948035664823	0.0000963993573641483	0.00196237522213216
Cd59a	723.565922742833	-1.46620048738202	0.279741381495653	-5.24127134692372	0.000000159474001929442	0.00000709430032864393
Cd24a	336.027460716892	-1.46485760871007	0.333932890711944	-4.3866826223287	0.0000115092536103123	0.000310571409437961
2310008H04Rik	422.01492443786	-1.46227406233969	0.503333342169859	-2.90518020530065	0.00367041710940713	0.03634913786016
Sik1	1371.21427658776	-1.45958630095325	0.32248643158979	-4.52603941740371	0.0000060099374909483	0.000176173409734661
Rab39	296.546652633509	-1.45001558200867	0.474656341606795	-3.05487455850713	0.00225154672896559	0.0248026397580038
Zscan18	215.78451009305	-1.44619012155179	0.462980449661391	-3.12365267822753	0.00178621167241388	0.0206571522646934
Fam53b	320.662877899942	-1.44602968169027	0.362400992219691	-3.99013720363566	0.0000660350849085354	0.00139737465390038
Psrc1	3106.58806594864	-1.44564634643095	0.29846989306614	-4.84352485800168	0.00000127555754572666	0.0000458937035315195
Gcfc2	396.73968812243	-1.44229417788951	0.433143441925865	-3.32983034783282	0.000868989136154385	0.0117931819998184
Tex14	194.106572389612	-1.43929773703258	0.515934057526366	-2.78969320989054	0.00527580071975702	0.0478256830871724
Kcnj13	356.293292368589	-1.43920649110406	0.492200342398877	-2.92402578204168	0.00345536126023417	0.0348893764956494
D16Ertd472e	619.274982010889	-1.41998192678316	0.340074215589357	-4.17550599748441	0.0000297324420032106	0.000713783659401215
Patz1	841.586503679813	-1.41976456541906	0.368135567231213	-3.85663514149764	0.00011495855425823	0.00228175866883302
Rnd3	5667.46632395388	-1.41601198155392	0.258202426717729	-5.48411569772705	0.0000000415542759009281	0.00000216704770653379
Rgs3	175.077718515429	-1.41501666046119	0.415308844066609	-3.40714309525814	0.000656467007018881	0.00933671767694678
Ddx26b	292.953372479805	-1.41331605479185	0.394042300299446	-3.58671151223569	0.000334874451913734	0.00548563749229039
Whrn	180.528939386946	-1.412921415355	0.505610858422002	-2.79448392339652	0.00519826253661172	0.0472237779837432
Gdf3	1178.64217591234	-1.41235048616854	0.252905773510635	-5.58449285899419	0.0000000234383147564662	0.00000128994108564836
Hmgn5	5015.30551311832	-1.41197888557547	0.278925079225185	-5.06221559387112	0.000000414412004129581	0.0000166770888598274
Col4a2	2721.9741432126	-1.41179453311217	0.398451685220256	-3.54320131017078	0.000395300822356698	0.00628329754622679
Tcf7l2	1739.09188057174	-1.40753353273931	0.194215791967038	-7.24726613878134	0.000000000000425267841064605	0.0000000000592142941898356
Ezr	9290.10446551393	-1.4048337504486	0.19112563760435	-7.35031557282103	0.00000000000019773944363977	0.0000000000305924890360017
Galnt4	344.606494528048	-1.40483366035196	0.502463116761839	-2.79589409349191	0.00517563575964358	0.047101668181227
Fnbp1	4232.8326838782	-1.4029345077986	0.216247655419027	-6.48762875639093	0.000000000087197813738135	0.00000000804067787079332
Tmem164	227.827259755197	-1.39788427462681	0.497696944782103	-2.80870575815735	0.00497410854874656	0.045715833288942
Spats2	667.120656837826	-1.39383543285014	0.483132926241806	-2.88499366766928	0.00391421534866983	0.0383273801089161
Sntb2	1076.93935874973	-1.38219612257938	0.298662594309603	-4.62795190597771	0.00000369299747754691	0.000115294387617406
Mllt3	186.491172262381	-1.38144803918851	0.44151071138472	-3.12891171961795	0.00175455013516059	0.0203247554758537
Adarb1	180.201269458858	-1.38046303498071	0.478123401648265	-2.88725260094309	0.00388622093969754	0.0381337141397805
Ninl	437.644875610686	-1.37978116470187	0.362864564314565	-3.80246874562748	0.000143261344272552	0.00273631132736765
Nrp2	309.828122742879	-1.37910641507216	0.456748918906378	-3.01939721800379	0.00253278216248322	0.0273383401786174
Ezh1	2211.03988339318	-1.3724706732138	0.168088125546416	-8.16518518932975	0.000000000000000320942470761897	0.0000000000000770483269463561
Tet1	34298.2597906369	-1.37123134846052	0.133221188071907	-10.2928923567352	0.000000000000000000000000758626876431693	0.0000000000000000000004592661142363
Itga1	296.62041898478	-1.35962689824497	0.441484706299479	-3.0796693041563	0.0020723055077554	0.0233219884880901
Fam168a	5398.83711030859	-1.35369450028143	0.342137491005116	-3.95658042708097	0.000076030298104083	0.00158955836456644
Lamb1	6460.9482154044	-1.35077014589535	0.24667836490605	-5.47583549294973	0.000000043545209297221	0.00000225399068496099
Sox21	860.331080868303	-1.34618573099629	0.373075375070334	-3.60834785930992	0.000308153136849795	0.00512019603519874
Ppm1a	8617.08670570651	-1.34258723852454	0.128545448850728	-10.4444556421722	0.0000000000000000000000001553440269927	0.0000000000000000000000983186469021073
Rnd1	363.889691642219	-1.33506304255375	0.465950026363908	-2.8652494194969	0.00416680903653996	0.0401513142040017
Sap30	657.980950963135	-1.32645102907336	0.268522026752657	-4.93982205152649	0.000000781938973478546	0.0000296653761451563
Thumpd2	196.515569061686	-1.32576734699329	0.470877754328509	-2.81552342366202	0.00486978468023794	0.0449647757875551
Elk3	368.316144995738	-1.32474877399242	0.419294399271347	-3.15947166548034	0.00158055468394864	0.0188421604617302
Axin2	1384.32483590858	-1.32325454994741	0.215747743261019	-6.13334132698898	0.000000000860522435661103	0.0000000647671048332173
Rab27a	450.507404921077	-1.32129183260307	0.27923528548464	-4.73182259294286	0.00000222512846448977	0.0000735930848920559
Gcnt2	640.258240413103	-1.31663419396322	0.377827715222224	-3.48474752094042	0.000492601614976067	0.00743924608126547
Snx18	2553.87830841229	-1.31648468640544	0.141167350309551	-9.32570232081749	0.0000000000000000000110250970786894	0.00000000000000000465192277950518
Nid1	7311.65493685208	-1.30504565057058	0.163120082774887	-8.0005210172165	0.00000000000000123893843130291	0.000000000000273825059007329
Ahcy	5512.01449500616	-1.30447885010344	0.192195222389028	-6.78725950566559	0.0000000000114283538849152	0.00000000121106971502047
Ccdc88a	1206.97631610799	-1.30261969829034	0.354144709705957	-3.67821306542146	0.000234873721650598	0.00416609133791456
Msrb2	211.187903757449	-1.30142191563003	0.438158764556387	-2.97020628344079	0.00297599837769071	0.0310861225888713
Fblim1	2110.15286947801	-1.29945103332095	0.456521522655945	-2.84641789889998	0.00442141288595991	0.0418196015787515
Deptor	1781.70161396284	-1.29825728616158	0.381990230065011	-3.39866620656929	0.000677153046540809	0.00955286628169628
Dennd2c	835.356750135742	-1.29799097979337	0.284073970876721	-4.56920067610367	0.000004895878368912	0.000147874642969047
B3gnt9	797.564526646114	-1.29445161326117	0.431749157353028	-2.99815666392311	0.00271618008626232	0.0289144430589576
Baz2b	4900.52064652132	-1.28617308352358	0.146177336959995	-8.798717436449	0.00000000000000000138388650071125	0.000000000000000448121758974499
Zyg11b	4994.36577847147	-1.2856767004512	0.166080504101025	-7.74128611549215	0.00000000000000984161461879183	0.00000000000183226015839351
Acsl5	425.872672806391	-1.28345525967481	0.314869102813652	-4.07615497426052	0.0000457865096597698	0.00103327611102534
Aasdh	523.681745026075	-1.28013414922996	0.265894667648973	-4.81444084813298	0.00000147612618317193	0.0000513839524362148
Plod1	1851.80501916428	-1.2800520807312	0.316977192059666	-4.03830973583186	0.0000538377354393791	0.00117682359224162
Mier2	288.206687707164	-1.27879443693437	0.315458877834117	-4.05375954455407	0.000050401023244681	0.00111394261533165
Tcf4	289.514050414399	-1.27285171284074	0.442122705093597	-2.87895576991749	0.00398994287974901	0.0388503249354023
Pde8a	1124.89770921097	-1.27104127749831	0.2094182248347	-6.06939189987679	0.00000000128395481002385	0.0000000923829966677202
Map3k15	1893.90965535986	-1.26945601063456	0.184547950974793	-6.87873262168025	0.00000000000603873794479364	0.000000000672667097146453
Ly96	569.516583612666	-1.26476570232423	0.344960737445225	-3.6664047963576	0.00024598443797596	0.00429208936638755
Krba1	647.375093768395	-1.26427821048423	0.350162585146014	-3.61054625512615	0.000305552801963939	0.00508305521451122
9230105E05Rik	162.036285848549	-1.26392995349095	0.447908113927224	-2.82185098726815	0.00477473573263016	0.0442632625440362
Il17rd	461.179980458739	-1.26354542812472	0.32173451372263	-3.92729214377677	0.0000859076080718105	0.00177489903725454
Gramd1b	339.90797463286	-1.25974451564029	0.434136407737092	-2.90172511033254	0.0037111403478231	0.0366221957498858
A630072M18Rik	322.549715215023	-1.25740196161232	0.412407055918604	-3.04893416241766	0.00229654805024452	0.0251788464973266
Nuak1	1004.66472926883	-1.25720663066816	0.214565626294663	-5.85931051668844	0.00000000464792885641314	0.000000303839255383552
Itpk1	1048.74885378744	-1.2568377021081	0.327177123043311	-3.84145960578583	0.000122304865267944	0.00239855344224064
Fbxo31	509.491550491958	-1.25562747860684	0.349908844821753	-3.58844166756192	0.000332660401285888	0.00546222102300083
Slc25a19	610.455568660665	-1.2535590472439	0.374927199368717	-3.34347321121163	0.00082736681799871	0.011327684930004
Sh3bp4	441.564399336452	-1.24885482204171	0.440809534981179	-2.83309393952885	0.00460998362500182	0.043139694237531
Casp3	853.335937205541	-1.24705347262713	0.44579576866623	-2.79736498253039	0.00515212958444903	0.0469491180195473
Gpa33	965.374357566554	-1.24556379644132	0.373553031177249	-3.33436940001782	0.000854930371294129	0.0116364129911041
E130309D14Rik	666.14634652745	-1.24260968236622	0.338867874777625	-3.66694447852767	0.00024546606603296	0.00428841844848548
Zc2hc1a	219.768571181051	-1.23571743347346	0.430682419005393	-2.86920798004058	0.00411501117357945	0.0397898719311947
Caprin2	688.475118814949	-1.22815798471214	0.418563651864969	-2.93422034913903	0.00334386726629849	0.0339606183923707
Glrx	9133.98789001233	-1.22743994503364	0.192094987078913	-6.38975521276569	0.00000000016615151546316	0.0000000147356286707583
Cdyl2	2083.9562396005	-1.22539870927426	0.226292035096077	-5.41512081392522	0.0000000612473369196521	0.00000305665920885031
Klf4	5668.73999131776	-1.2248179662375	0.260780016563273	-4.69674778910952	0.00000264336513554931	0.0000857953756349384
Elovl7	4395.5506020092	-1.22291561789347	0.173709607587337	-7.03999988762056	0.00000000000192239987300437	0.000000000236880494085955
Zdhhc2	819.144825563513	-1.21835841313623	0.205488262808985	-5.92909004378889	0.0000000030461801999939	0.0000002110199656951
Osbpl1a	527.685530297656	-1.21816985698104	0.343387941110303	-3.54750330789786	0.000388900868036508	0.0062099262460325
6030458C11Rik	1079.24821277462	-1.21635373994695	0.356052085083984	-3.41622417310108	0.000634959527370072	0.00911461490628957
Zfp157	1013.11608513315	-1.21535149219145	0.293982233947017	-4.13409843130347	0.0000356350734427584	0.000838146558474608
Slc4a7	1050.87248305408	-1.21530153943277	0.327570779936407	-3.71004257360412	0.000207224396781558	0.00374240272475539
Rad1	323.20178125815	-1.21400083740517	0.292857435457201	-4.14536457136525	0.0000339273475652814	0.00081029912092449
Gatsl3	788.024266222217	-1.21253009192871	0.303551963907149	-3.99447289459672	0.0000648383381829575	0.00137623326350533
Trp53	4987.86965210608	-1.20907188565098	0.313044886130721	-3.86229559791018	0.000112326537095096	0.00223753176325053
Nrg4	304.087720294988	-1.20471135554821	0.352164591026956	-3.42087588089171	0.000624198125445093	0.00896938565397056
Ephb4	766.135752170799	-1.20388480161439	0.359484147619128	-3.34892319894425	0.00081126280186672	0.0111731189447994
Akap11	761.211556916999	-1.18790192268312	0.257954275979882	-4.60508715418917	0.00000412293153232998	0.000127289797463775
Zc3hav1	3727.5786249916	-1.18726432355583	0.22207400503295	-5.34625528719437	0.00000008979253993558	0.00000432619836007964
Tspan3	1627.20988634052	-1.18587718877864	0.307534007604493	-3.85608472381939	0.000115217569145887	0.0022820617820588
Rhou	1110.05256098183	-1.18388010268577	0.335762446585451	-3.52594554490918	0.000421973724832911	0.00663905327070446
Slc12a7	5438.14974182573	-1.18144557991888	0.273493560000499	-4.31982961469633	0.00001561497163896	0.000404884292552848
Atp8a1	862.971743118497	-1.17776115353402	0.21472383903709	-5.48500417473714	0.0000000413459653317737	0.00000216429030556247
1190002N15Rik	867.906719319483	-1.17587365633392	0.224396363627616	-5.24016359857449	0.000000160434301668349	0.00000711429049818502
1700052K11Rik	248.169551772214	-1.17533898920612	0.3724982116731	-3.15528760239413	0.00160339963647302	0.0190330234767693
Bckdhb	444.365421023216	-1.17480207506596	0.246358403978399	-4.76867058762472	0.0000018544560488491	0.0000625216610754838
Gopc	743.697205024407	-1.17245470978969	0.37129747397663	-3.15772336728443	0.00159006368462456	0.0189231168758226
Mad2l2	1362.19270153183	-1.16906734000893	0.403308793996771	-2.89869042631956	0.00374724679802003	0.036952311909087
Slc44a3	239.138664111475	-1.16900769588938	0.416840644661363	-2.80444748097697	0.00504028982732704	0.0461717076024353
Nudt11	302.096070443764	-1.16750358663942	0.356024219372001	-3.27928136096698	0.00104071818309046	0.0134799627733503
Grb10	877.553797047542	-1.1632279531931	0.250082816669027	-4.6513709685723	0.00000329735560972869	0.000104404165672312
Hist2h4	177.156505757485	-1.16318787752761	0.380436434317079	-3.05750914634568	0.00223184830224267	0.0246954644864622
Kif13b	2773.33610094807	-1.1629086671932	0.229337647309549	-5.0707272915535	0.000000396298302495167	0.0000160408650114614
Pttg1	3565.88391428467	-1.16264858811933	0.171315417199821	-6.78659636781681	0.0000000000114809826474218	0.00000000121106971502047
Insr	1692.70321064686	-1.16137121099282	0.261506153756164	-4.44108558942638	0.00000895061829788306	0.000253825680610435
Plekhm3	3143.01296637272	-1.15884532957152	0.223980928363632	-5.17385715845478	0.000000229310155978403	0.00000988518455679034
Stoml1	454.765999288124	-1.15048619960975	0.384871735408699	-2.98927173331666	0.00279643310805508	0.029565326193287
Creg1	2868.5034319995	-1.14280864713293	0.158361820307054	-7.21644045842043	0.000000000000533660133639725	0.000000000071448881738457
Alg13	21028.5971782321	-1.13849465298404	0.162433734730055	-7.00897910693295	0.00000000000240063295974397	0.000000000290664463751956
Kif16b	4973.47718275313	-1.13836430095176	0.149927074625202	-7.59278671845974	0.0000000000000313097672743915	0.00000000000538218764850158
Tmem106a	459.757844850275	-1.13626134586904	0.406617391625329	-2.79442387185453	0.00519922807017225	0.0472237779837432
Ppap2a	833.363012011244	-1.13361901131306	0.206551162130586	-5.48832066408982	0.0000000405772948545369	0.00000213206888133801
Zc3hc1	1192.03649770693	-1.13057009978301	0.278334968061574	-4.06190464553091	0.0000486739595818197	0.0010880239005981
P4ha1	1520.95842028339	-1.12117417758081	0.213021005211328	-5.2632094964933	0.000000141562113263296	0.00000635959524953514
1810026B05Rik	310.878954350369	-1.10581638243936	0.363934069542159	-3.03850745227155	0.00237753224280439	0.0259035672525887
Sfrp1	1940.47567253139	-1.10483506185207	0.188758028638413	-5.85318182130683	0.00000000482256399912766	0.000000312322702901644
Zscan12	626.997477182256	-1.10471421054237	0.396678168301098	-2.78491305753898	0.005354207735517	0.0483162595653523
Fbxo3	2079.67583176215	-1.10224941330695	0.18127539168764	-6.08052424019176	0.00000000119790240103043	0.0000000882518149838501
Polr1b	4504.35045500878	-1.10107497184205	0.1689403209289	-6.51753806189019	0.0000000000714706894078917	0.00000000681614985832523
Slc16a10	796.257179470902	-1.1008694305438	0.290089746740087	-3.79492706279672	0.000147686866168928	0.00280162387538986
Bin1	702.254690516288	-1.09633972291778	0.336611026063709	-3.25699290287145	0.00112599248209145	0.0143050358764976
Galnt2	717.084223682083	-1.09516840043548	0.326833704693076	-3.35084290484647	0.000805659930201842	0.0111069394733965
Plcg1	854.503000097479	-1.09411759593053	0.310331161355996	-3.52564528534541	0.000422452386792775	0.00663908243081557
Pgm1	1221.40579529499	-1.09282261945613	0.289213852673715	-3.77859708085639	0.000157714367435462	0.00296758763806943
A830080D01Rik	2072.413720903	-1.09214533280766	0.176599004151443	-6.1843232811839	0.000000000623694371859968	0.0000000481670912556161
Arl4a	1087.57668963784	-1.09186455156092	0.344628299355944	-3.16823822536178	0.00153365794272635	0.0184091837883808
Ddhd1	5096.7127078513	-1.09057529612904	0.194800051842812	-5.59843432181961	0.0000000216296315255232	0.00000120354166113759
Adam19	2380.91648210171	-1.08543689013261	0.190433210733181	-5.69982980360201	0.0000000119927098558632	0.000000713617487320678
Ckb	9451.63285119188	-1.08488195459396	0.310008837084114	-3.49951944853625	0.000466097601676587	0.00717120774115447
Hist1h2bh	480.544170586708	-1.0843037143644	0.366917948071579	-2.95516673431542	0.00312500114648885	0.032186156569734
Atg13	7470.07081669122	-1.08389898625524	0.241176646295515	-4.49421203463926	0.00000698280252059345	0.000202138341573271
Ceacam10	846.701513643198	-1.08289359403495	0.369008527900242	-2.93460316539811	0.00333974510486332	0.0339435115621291
Prkci	10908.1217871382	-1.0751366073758	0.139279445690662	-7.71927689720751	0.0000000000000116991502488263	0.00000000000211557101382672
Arhgap44	326.882221478554	-1.07463277330355	0.325169885253573	-3.30483486336852	0.000950323753871655	0.0125662943484415
As3mt	355.045902533041	-1.07297297440004	0.367568138764614	-2.91911311466297	0.00351028823282547	0.0352904356345572
Kat2b	992.573864563307	-1.07216018148624	0.197389724030032	-5.43169198272508	0.0000000558222161262811	0.00000281619035268963
Alox12	1192.60343072522	-1.0715914627569	0.298993397455139	-3.58399707778725	0.000338375871494775	0.00553648135686633
Tmem135	1136.28907882913	-1.07074468030536	0.33898124712552	-3.15871361435188	0.00158467127968302	0.0188750751910234
Pvrl1	2664.67539760842	-1.06900345938364	0.300226508347901	-3.56065646989733	0.000369928795560684	0.00597550875798951
Sat1	8353.9374400618	-1.06332314689453	0.202402341930616	-5.25351207279525	0.0000001492258892351	0.00000665968359522285
Sycn	1897.88467578019	-1.05663492285166	0.238033558031404	-4.43901663105946	0.00000903708339998039	0.000255396577211141
Ago1	891.347110605414	-1.04928487813961	0.238995734433787	-4.39039165542223	0.0000113146680854529	0.000307106117781377
Clcn2	1107.77328691868	-1.04910117929183	0.310769722822592	-3.37581528137065	0.000735973136109669	0.0102579478950861
Creb3l2	873.358323603224	-1.04384481881335	0.371555232289053	-2.80939340399676	0.00496349530166284	0.0456785912626262
Apoc1	1908.02946366084	-1.04358952776636	0.278549554265605	-3.74651300562221	0.000179309711211991	0.00330252436364519
Hltf	1390.89881811023	-1.03780894752694	0.292420672465464	-3.54902729269085	0.000386657002182177	0.00619541093024699
Sdhd	4771.3418420595	-1.03437244404623	0.289557146148573	-3.57225666092	0.000353918291924535	0.00575696062705283
Pou6f1	544.613814227427	-1.0342287218357	0.349969686766865	-2.95519515244376	0.00312471329520074	0.032186156569734
Nedd4	7171.831915402	-1.0334884061074	0.142019747523327	-7.27707536543567	0.000000000000341134703758979	0.0000000000484689756646941
Stk38	3579.35512318933	-1.03301231956296	0.18770205165258	-5.50346845155945	0.000000037239119395293	0.00000197907442160328
Phtf1	521.944785711372	-1.03192759927057	0.357720701772216	-2.8847298860765	0.00391749624413701	0.0383325493347602
Asns	1862.69094186735	-1.03104642085556	0.215049708272505	-4.79445626380041	0.00000163116645146353	0.0000558966830805895
Cryz	3181.0328554873	-1.02760588222248	0.230787817176519	-4.45260020565345	0.00000848366266558612	0.000241567523426628
Ostm1	3074.67858911993	-1.02669048256425	0.202584054724273	-5.06797281731589	0.000000402074806238932	0.0000162275060929591
Tmem191c	511.806295577377	-1.02473321949915	0.345746707736805	-2.96382639825225	0.00303839644350785	0.0316193064868485
Gnl3l	2418.93689082785	-1.01967327301746	0.193638876046709	-5.26584998753814	0.000000139542198799792	0.00000630839472755943
